fid,field_1,Name,osm_id,code,fclass,ref,oneway,maxspeed,bridge,tunnel,len,distance,angle,y,x,z
"951","6765",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,18.06101292,0.000182729,100.7872314,27.9820462,84.2472998,386.4
"952","6767",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,25.56546508,0.000255056,112.1100987,27.9819502,84.2475361,386.3
"953","6769",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,20.38741931,0.000200855,119.3344449,27.9818518,84.2477112,387
"954","6771",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,21.66022413,0.000211618,123.6299933,27.9817346,84.2478874,387.5
"955","6773",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,21.26329799,0.000206058,127.6262336,27.9816088,84.2480506,387.6
"956","6775",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,100.6992951,0.000994162,118.2070753,27.9811389,84.2489267,378.7
"957","6777",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,23.32183943,0.000228903,121.2942972,27.98102,84.2491223,378.3
"958","6779",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,17.52082333,0.000165139,141.1451246,27.9808914,84.2492259,378.7
"960","6783",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,47.92182944,0.000437688,160.3893237,27.9803467,84.2494301,379.1
"961","6785",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,24.4624124,0.000223969,158.4408646,27.9801384,84.2495124,380.8
"962","6787",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,18.23648994,0.00017005,146.8052188,27.9799961,84.2496055,382.8
"963","6789",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,15.38091385,0.000151882,118.0835822,27.9799246,84.2497395,384.8
"964","6791",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,14.44983851,0.000146713,95.24039281,27.9799112,84.2498856,387.3
"965","6793",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,9.087739978,9.16e-05,75.32648865,27.9799344,84.2499742,387.5
"966","6795",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,10.12842525,9.87e-05,55.23143744,27.9799907,84.2500553,386.6
"967","6797",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,40.65530049,0.000371011,18.90377529,27.9803417,84.2501755,374.8
"968","6799",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,17.44973549,0.000159484,20.17340626,27.9804914,84.2502305,372.2
"969","6801",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,18.77545842,0.000173812,29.01298102,27.9806434,84.2503148,369.6
"970","9",Bridge,,,,H04,,,T,F,101.4572326,0.001024795,77.44512441,27.9807137,84.2503792,368.5
"971","8",Bridge,,,,H04,,,T,F,101.4572326,0,77.44512441,27.98049094,84.24937891,379.9
"972","6781",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,15.71808443,0.000144267,156.5980304,27.980759,84.2492832,368
"973","6807",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,9.69781767,9.69e-05,68.62698272,27.9807943,84.2505509,367.7
"974","6809",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,10.12972046,0.000102889,85.70807011,27.980802,84.2506535,366.9
"975","6811",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,31.33342933,0.000317339,99.48606806,27.9807497,84.2509665,365.8
"976","6813",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,47.4976849,0.000479414,103.2767891,27.9806396,84.2514331,363
"977","6815",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,49.78990367,0.000501192,105.697289,27.980504,84.2519156,361.8
"978","6817",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,15.75786058,0.000151442,131.6272555,27.9804034,84.2520288,362.7
"979","6819",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,13.77004285,0.000128989,144.338395,27.9802986,84.252104,363.6
"980","6821",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,35.25717333,0.000322982,158.0174109,27.9799991,84.2522249,362
"981","6823",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,23.4267936,0.000215029,156.5704922,27.9798018,84.2523104,361.4
"982","6825",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,20.06115283,0.000188024,144.0443191,27.9796496,84.2524208,366.4
"983","6827",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,8.566207373,8.36e-05,124.0321278,27.9796028,84.2524901,370
"984","6829",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,10.14788322,0.00010126,111.9800314,27.9795649,84.252584,372.2
"985","6831",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,12.95219507,0.000131558,94.22835171,27.9795552,84.2527152,371.8
"987","6833",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,30.23836036,0.000307116,85.57410838,27.9795789,84.2530214,365
"988","6837",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,29.83432806,0.000303222,91.62524427,27.9795703,84.2533846,361.6
"989","6839",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,25.39752419,0.000254138,110.1391257,27.9794828,84.2536232,359.1
"990","6841",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,81.19777712,0.000786742,127.6986934,27.9790017,84.2542457,357.9
"991","6843",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,20.06032879,0.000199619,113.6885438,27.9789215,84.2544285,356.6
"992","6845",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,7.909259757,8.03e-05,94.35494307,27.9789154,84.2545086,356.2
"993","6847",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,8.087595342,8.21e-05,94.39870536,27.9789091,84.2545905,356.1
"994","6849",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,16.37490288,0.000165388,77.39228289,27.9789452,84.2547519,355.3
"995","6851",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,94.79166514,0.000940725,64.71524051,27.979347,84.2556025,350
"996","6853",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,20.5490328,0.000204628,66.74258427,27.9794278,84.2557905,348.4
"997","6855",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,152.2602374,0.001512557,65.29364661,27.98006,84.2571646,344.6
"998","6857",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,14.13779439,0.00014295,78.54071681,27.9800884,84.2573047,343.7
"999","6859",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,14.18867739,0.000144218,90.91379417,27.9800861,84.2574489,343.3
"1000","6861",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,16.65591647,0.000167679,105.6027612,27.980041,84.2576104,342.8
"1001","6863",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,15.82302332,0.000155959,119.079582,27.9799652,84.2577467,342.5
"1002","6731",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,28.29039532,0.000277727,58.81688315,27.9798667,84.2421814,342.3
"1003","6867",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,33.81433764,0.000330825,122.9214941,27.9796869,84.2581771,342.9
"1004","6869",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,28.91525277,0.000285173,118.7579801,27.9795497,84.2584271,342.8
"1005","6871",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,71.99445422,0.000705747,121.9244911,27.9791765,84.2590261,337.5
"1006","6873",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,14.07919641,0.000138279,120.9424385,27.9791054,84.2591447,334.8
"1007","6875",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,13.26845525,0.000132383,112.0505549,27.9790557,84.2592674,331.1
"1008","6877",Prithvi Highway,"216643915","5112",trunk,H04,B,"0",F,F,15.48584635,0.000156463,102.2507714,27.9790225,84.2594203,326.3
"1009","5838",Madi Bridge,"216519794","5112",trunk,H04,B,"0",T,F,357.6611937,0,74.56641556,27.9790609,84.259492,324.1
"1010","5732",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,12.83871021,0,89.78047701,27.9800193,84.2629635,331.8
"1011","5733",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,12.83871021,0.000130501,89.78047701,27.9800198,84.263094,335.8
"1012","5735",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,13.63549827,0.000138095,80.49675224,27.9800426,84.2632302,340.7
"1013","5737",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,8.639880052,8.78e-05,92.67664515,27.9800385,84.2633179,343.2
"1014","5739",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,8.506700791,8.53e-05,108.5198943,27.9800114,84.2633988,345.1
"1015","5741",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,7.112813565,7.12e-05,109.6051262,27.9799875,84.2634659,346.7
"1016","5743",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,13.18101921,0.000125725,135.257797,27.9798982,84.2635544,345.9
"1017","5745",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,29.48158151,0.000277618,141.6109394,27.9796806,84.2637268,342.6
"1018","5747",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,16.89635923,0.000159067,141.7395962,27.9795557,84.2638253,343.4
"1019","5749",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,31.54775998,0.000302886,132.10954,27.9793526,84.26405,341.9
"1020","5751",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,17.85163315,0.000173827,125.280954,27.9792522,84.2641919,340.2
"1021","5753",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,29.82025343,0.000291165,123.9247508,27.9790897,84.2644335,341.3
"1022","5755",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,30.3676384,0.000295322,125.9075557,27.9789165,84.2646727,344.4
"1023","5757",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,27.85264246,0.000268936,129.3718511,27.9787459,84.2648806,344.9
"1024","5759",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,21.71785797,0.000206676,136.3723263,27.9785963,84.2650232,344.4
"1025","5761",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,18.5825774,0.000173899,144.8568253,27.9784541,84.2651233,344.1
"1026","5763",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,20.63575777,0.000190382,153.1119316,27.9782843,84.2652094,344.8
"1027","5765",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,27.48913377,0.00025056,162.1507885,27.9780458,84.2652862,348.1
"1028","5767",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,22.11484321,0.000199815,173.6788076,27.9778472,84.2653082,347
"1029","5769",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,69.96831118,0.000631931,174.7702738,27.9772179,84.2653658,346.6
"1030","5771",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,27.06969149,0.000245325,168.383186,27.9769776,84.2654152,346.6
"1031","5773",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,15.47127664,0.000142349,154.8931374,27.9768487,84.2654756,347.1
"1032","5775",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,12.9954895,0.000124338,133.7617175,27.9767627,84.2655654,348.4
"1033","5777",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,15.17217483,0.000149859,117.9330486,27.9766925,84.2656978,348.7
"1034","5779",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,6.625283422,6.65e-05,107.8628274,27.9766721,84.2657611,348.8
"1035","5781",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,5.354863279,5.43e-05,98.90674418,27.9766637,84.2658147,348.9
"1036","5783",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,8.843468796,8.97e-05,97.56086795,27.9766519,84.2659036,349.2
"1037","5785",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,3.284021308,3.33e-05,99.51896656,27.9766464,84.2659364,349.3
"1038","5787",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,15.90825255,0.000161507,95.36465523,27.9766313,84.2660972,349.8
"1039","5789",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,55.80979156,0.000567171,92.0713686,27.9766108,84.266664,349.6
"1040","5791",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,73.21700493,0.000744202,90.14628023,27.9766089,84.2674082,351.3
"1041","5793",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,8.829853235,8.97e-05,92.93894413,27.9766043,84.2674978,351.5
"1042","5795",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,64.21825377,0.000652686,91.36956922,27.9765887,84.2681503,350.7
"1043","5797",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,43.16087688,0.00043868,91.09718586,27.9765803,84.2685889,348.5
"1044","5799",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,43.87888658,0.000446,89.96146024,27.9765806,84.2690349,347.1
"1045","5801",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,11.62952427,0.000118205,89.46680594,27.9765817,84.2691531,347
"1046","5803",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,13.6277715,0.00013803,80.66051277,27.9766041,84.2692893,347.2
"1047","5805",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,11.98925672,0.000120604,73.77400059,27.9766378,84.2694051,347.7
"1048","5807",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,3.696356469,3.7e-05,69.40766867,27.9766508,84.2694397,347.9
"1049","5809",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,8.566431312,8.57e-05,69.42829806,27.9766809,84.2695199,347.5
"1050","5811",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,11.59843751,0.000114113,59.97486984,27.976738,84.2696187,347.3
"1051","5813",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,10.97301699,0.0001065,53.13010235,27.9768019,84.2697039,347.5
"1052","5815",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,23.36059382,0.000223096,45.34504173,27.9769587,84.2698626,347.6
"1053","5817",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,237.9852975,0.002261098,42.83858268,27.9786167,84.2714,338.9
"1054","5819",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,104.9614677,0.000997725,43.0748845,27.9793455,84.2720814,339.7
"1055","5821",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,16.78172478,0.000156246,32.3474435,27.9794775,84.272165,338.9
"1056","5823",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,19.3903701,0.000177459,21.24381852,27.9796429,84.2722293,338.6
"1057","5825",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,14.27562198,0.000128824,1.11196789,27.9797717,84.2722318,339
"1058","5827",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,13.05066197,0.00011797,352.6460668,27.9798887,84.2722167,339.7
"1059","5829",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,13.28903205,0.000120294,350.0913482,27.9800072,84.272196,340.6
"1060","5831",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,12.33923084,0.000113116,337.493129,27.9801117,84.2721527,341.8
"1061","5833",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,41.11237463,0.000374401,342.9782799,27.9804697,84.2720431,346.7
"1062","5835",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,14.19899688,0.000128189,356.1532204,27.9805976,84.2720345,345.7
"1063","5837",Prithvi Highway,"216519784","5112",trunk,H04,B,"0",F,F,14.23947814,0.000128891,9.827724012,27.9807246,84.2720565,341.5
"1064","5840",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,41.54126219,0,19.27578715,27.9811154,84.2721667,332.2
"1065","5841",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,41.54126219,0.000379261,19.27578715,27.9814734,84.2722919,331.1
"1066","5843",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,28.53938805,0.000261226,21.34930886,27.9817167,84.272387,330.7
"1067","5845",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,13.35222528,0.000122496,23.06961535,27.9818294,84.272435,330
"1068","5847",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,12.50254797,0.000117193,36.00940106,27.9819242,84.2725039,329.1
"1069","5849",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,6.315587847,6e-05,42.83892051,27.9819682,84.2725447,329.8
"1070","5851",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,11.14343557,0.000105863,42.77975155,27.9820459,84.2726166,331.1
"1071","5853",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,26.79771835,0.000257557,48.39971416,27.9822169,84.2728092,335
"1072","5855",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,41.60771507,0.00040045,49.0603881,27.9824793,84.2731117,338.8
"1073","5857",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,57.83708164,0.000555949,48.45632625,27.982848,84.2735278,339.4
"1074","5859",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,42.93905044,0.000412284,47.91982023,27.9831243,84.2738338,341.5
"1075","5861",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,8.476911725,8.25e-05,54.32503871,27.9831724,84.2739008,341.6
"1076","5863",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,8.667108839,8.27e-05,45.0979414,27.9832308,84.2739594,341.1
"1077","5865",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,10.69620686,0.000102432,46.66142834,27.9833011,84.2740339,340.7
"1078","5867",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,29.7174891,0.000284071,45.7844339,27.9834992,84.2742375,335.5
"1079","5869",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,30.36245382,0.000287162,40.57965318,27.9837173,84.2744243,332.3
"1080","5871",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,44.45482493,0.000415843,34.91300716,27.9840583,84.2746623,331.3
"1081","5873",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,75.59698095,0.000710003,37.03129378,27.9846251,84.2750899,340.1
"1082","5875",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,72.44153704,0.000687512,42.28826438,27.9851337,84.2755525,351.1
"1083","5877",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,39.39351542,0.000375178,43.99567168,27.9854036,84.2758131,350
"1084","5879",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,33.16815142,0.000313649,40.50024399,27.9856421,84.2760168,345.6
"1085","5881",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,7.294954957,6.66e-05,18.84322538,27.9857051,84.2760383,344.9
"1086","5883",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,91.33833702,0.000835,20.36651094,27.9864879,84.2763289,344.9
"1087","5885",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,99.06915543,0.000907345,21.80961772,27.9873303,84.276666,343.8
"1088","5887",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,89.60557405,0.000818414,19.61944641,27.9881012,84.2769408,344.6
"1089","5889",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,22.15233669,0.000203718,24.75353286,27.9882862,84.2770261,345
"1090","5891",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,6.041932802,5.55e-05,23.70033954,27.988337,84.2770484,345.2
"1091","5893",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,5.087565252,4.89e-05,47.986637,27.9883697,84.2770847,345.4
"1092","5895",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,6.539746254,6.28e-05,48.0331292,27.9884117,84.2771314,345.6
"1093","5897",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,7.263362248,7.2e-05,63.68421416,27.9884436,84.2771959,346.2
"1094","5899",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,7.384393864,7.45e-05,76.33677066,27.9884612,84.2772683,346.8
"1095","5901",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,79.78065057,0.000809695,83.69653581,27.9885501,84.2780731,350.1
"1096","5903",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,18.8345713,0.000190379,78.11754196,27.9885893,84.2782594,350.2
"1097","5905",Prithvi Highway,"216522094","5112",trunk,H04,B,"0",F,F,19.00102595,0.000190723,72.01155211,27.9886482,84.2784408,348.4
